file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;name
FTWBAXD2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXD3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXD4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXD5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXD6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXD7;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXD8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXD9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE7;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXE9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
GAMES10;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games4;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES11;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games3;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES12;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games5;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES13;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games4;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES14;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games3;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES15;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games;1;MALE;MALE;NEUTRAL;dw#innhl;WTRUNSGT;None;None;None;;;;;;;;;;15;cdtweaks;Gamesman
GAMES16;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games3;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES17;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games4;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES18;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games5;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES6;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games4;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES7;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games5;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
GAMES8;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games2;1;MALE;MALE;NEUTRAL;dw#innhl;WTRUNSGT;None;None;None;;;;;;;;;;15;cdtweaks;Gamesman
GAMES9;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;None;games5;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;cdtweaks;Gamesman
HALFFG1;HUMANOID;HALFLING;INNOCENT;THIEF_FEMALE_HALFLING;None;HALFFG;0;FEMALE;FEMALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Halfling Woman
HALFGU1;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;None;HALFGU;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Halfling Man
HALFGU2;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;None;HALFGU;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Halfling Man
HALFGU3;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;None;HALFGU;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Halfling Man
HALFGU4;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;None;HALFGU;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Halfling Man
HALFGU5;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;None;HALFGU;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Halfling Man
HALFGU6;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;None;HALFGU;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Halfling Man
HALFGU7;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;None;HALFGU;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Halfling Man
HOUSG10;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;housg5;1;MALE;MALE;NEUTRAL;dw#urbhl;;None;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
HOUSG11;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;housg5;1;MALE;MALE;NEUTRAL;dw#urbhl;;None;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
HOUSG12;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;housg5;1;MALE;MALE;NEUTRAL;dw#urbhl;;None;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
HOUSG7;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;HOUSG6;HOUSG6;1;MALE;MALE;NEUTRAL;dw#urbhl;None;None;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
HOUSG8;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;housg4;1;MALE;MALE;NEUTRAL;dw#urbhl;INITDLG;;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
HOUSG9;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;housg5;1;MALE;MALE;NEUTRAL;dw#urbhl;;None;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
IRON15;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;iron4;1;MALE;MALE;NEUTRAL;dw#gpsht;INITDLG;;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
IRON16;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;iron4;1;MALE;MALE;NEUTRAL;dw#gpsht;INITDLG;;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
IRONGU1;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
IRONGU2;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
IRONGU3;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
IRONGU4;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
IRONGU5;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
IRONGU6;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
IRONGU7;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
IRONGU8;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
IRONGU9;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;irongu;IRONGU;5;MALE;MALE;ENEMY;dw#gpsht;;None;None;dw1melge;;SHLD03;;;;SW1H04;;;;270;cdtweaks;Guard
MBASC1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN_CHAIR;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBASN1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN_MATTE;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBASN2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN_MATTE;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_A1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_B1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_B2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_B3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_B4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C7;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_C9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D7;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_D9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_E1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_E2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_E3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_E4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_E5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MBAX_E6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;MTOWBA;1;MALE;MALE;NEUTRAL;dw#innhl;MTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
MCOOK10;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;MCOOK2;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WTRUNSGT;;;;;;;;;;5;cdtweaks;Cook
MCOOK7;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;MCOOK7;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WTRUNSGT;;;;;;;;;;5;cdtweaks;Cook
MCOOK8;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;MCOOK5;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WTRUNSGT;;;;;;;;;;5;cdtweaks;Cook
MCOOK9;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;MCOOK5;0;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WTRUNSGT;;;;;;;;;;5;cdtweaks;Cook
MERCHG1;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;merchg;1;MALE;MALE;NEUTRAL;dw#urbhl;SEEENEMY;merchg;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
MERLEA1;HUMANOID;HUMAN;INNOCENT;FAT_MAN;None;merlea;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;WTRUNSGT;None;None;;;;;;;;;;15;cdtweaks;Merchant
MERLEA2;HUMANOID;HUMAN;INNOCENT;FAT_MAN;None;merlea;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;WTRUNSGT;None;None;;;;;;;;;;15;cdtweaks;Merchant
MERLEA3;HUMANOID;HUMAN;INNOCENT;FAT_MAN;None;merlea;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;WTRUNSGT;None;None;;;;;;;;;;15;cdtweaks;Merchant
MERLEA4;HUMANOID;HUMAN;INNOCENT;FAT_MAN;None;merlea;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;WTRUNSGT;None;None;;;;;;;;;;15;cdtweaks;Merchant
MINERC1;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC10;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC11;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC12;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC13;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC2;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC3;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC4;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC5;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC6;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC7;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC8;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERC9;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minerc;1;MALE;MALE;NEUTRAL;RR#PICKP;SLAVE;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN1;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN2;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN3;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN4;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN5;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN6;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN7;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN8;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MINERN9;HUMANOID;HUMAN;INNOCENT;SLAVE;None;Minern;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wdrunsgt;;;;;;;;;;2;cdtweaks;Miner
MTOB11;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;mtob2;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;WDRUNSGT;None;;;;;;;;;;15;cdtweaks;Commoner
